Points For,Points Against,Strength of Schedule,Yards Per Play,Turnovers,Yards From Penalties,Offensive Rating,Defensive Rating,Location
2.4375,0.0,-0.4,0.09999999999999964,-1.0625,-7.9375,1.6,0.6000000000000001,1.0
1.375,0.125,-1.7999999999999998,0.2999999999999998,0.25,-0.8125,1.0,-1.4,-1.0
1.3125,-0.125,-0.10000000000000009,0.3000000000000007,1.0625,2.8125,1.7000000000000002,-0.40000000000000013,-1.0
-1.8125,0.75,-2.3,0.10000000000000053,0.125,-8.0625,-1.2999999999999998,-3.7,1.0
8.5,-2.6875,-0.6000000000000001,1.6000000000000005,0.1875,-17.5625,8.8,1.8,-1.0
4.375,-8.9375,-1.7000000000000002,0.5,-0.1875,-9.625,4.0,7.6000000000000005,1.0
2.0625,-2.5625,-1.4000000000000001,0.5,0.0,-7.25,1.9,1.2999999999999998,1.0
-2.5625,-2.0,-1.0,0.0,-0.25,1.125,-2.7,1.1,-1.0
2.625,-3.25,-0.30000000000000004,0.5,-0.5,-14.875,2.6,2.9000000000000004,-1.0
-1.125,-0.6875,-0.20000000000000007,0.3000000000000007,0.4375,-10.0625,-1.2000000000000002,0.6,1.0
-4.125,4.5,1.5,0.20000000000000018,0.5,-10.4375,-4.1,-3.0999999999999996,-1.0
8.25,-1.0,0.3999999999999999,0.8000000000000007,-0.125,-15.25,8.6,1.0,1.0
-2.6875,-1.9375,-3.0,-0.39999999999999947,0.3125,-9.1875,-2.6,-1.2,-1.0
8.5,-2.6875,-0.6000000000000001,1.6000000000000005,0.1875,-17.5625,8.8,1.8,1.0
-1.125,-0.6875,-0.20000000000000007,0.3000000000000007,0.4375,-10.0625,-1.2000000000000002,0.6,-1.0
0.3125,-0.4375,-0.8,0.3000000000000007,0.0625,-7.1875,0.8,-1.0,-1.0
1.8125,2.125,0.5999999999999999,-0.09999999999999964,0.3125,-14.0625,2.6,-2.3,1.0
1.3125,-0.125,-0.10000000000000009,0.3000000000000007,1.0625,2.8125,1.7000000000000002,-0.40000000000000013,1.0
-5.375,-12.0,-0.3,-0.2999999999999998,-0.5625,-7.625,-6.8,13.100000000000001,1.0
1.875,-9.875,-0.8999999999999999,0.0,-0.6875,-3.5625,0.5,10.4,-1.0
1.875,-10.8125,-0.6,-0.5,-1.5,-8.125,0.6000000000000001,11.600000000000001,1.0
4.1875,-16.25,-1.2,0.0,-0.875,-5.9375,2.6,16.700000000000003,-1.0
-3.5,-7.375,-0.19999999999999996,-0.39999999999999947,-0.375,-8.875,-4.5,8.3,-1.0
0.125,-7.75,-0.3,-0.1999999999999993,-0.625,-3.5,-0.6,8.100000000000001,1.0
-4.3125,-2.8125,2.0,-0.2999999999999998,-0.1875,-6.75,-5.5,6.000000000000001,-1.0
5.5,-6.625,-0.09999999999999998,0.40000000000000036,-1.1875,0.25,5.0,7.000000000000001,-1.0
-2.75,-15.375,-0.8,-0.7999999999999998,-1.25,-21.875,-4.1,15.9,1.0
5.5,-6.625,-0.09999999999999998,0.40000000000000036,-1.1875,0.25,5.0,7.000000000000001,1.0
-3.25,-8.25,0.20000000000000007,-0.39999999999999947,-0.4375,-7.75,-3.4,8.600000000000001,1.0
-5.375,-12.0,-0.3,-0.2999999999999998,-0.5625,-7.625,-6.8,13.100000000000001,-1.0
-3.5,-7.375,-0.19999999999999996,-0.39999999999999947,-0.375,-8.875,-4.5,8.3,1.0
2.5,-15.9375,-0.5,0.20000000000000018,-0.625,-7.9375,1.5,16.5,-1.0
-2.75,-9.3125,-0.5,-0.5,-0.9375,4.8125,-4.1,10.200000000000001,1.0
4.0625,-11.4375,-1.5,0.40000000000000036,-0.875,-4.6875,3.4000000000000004,10.700000000000001,-1.0
-7.6875,-4.9375,-2.1999999999999997,-1.1000000000000005,1.0,9.0625,-8.8,4.0,1.0
4.0625,-8.5,-0.8999999999999999,0.1999999999999993,-0.25,-2.4375,3.2,8.6,1.0
-1.4375,-0.25,0.6000000000000001,0.0,0.375,-2.875,-2.0,1.5999999999999999,-1.0
-2.875,-1.5625,-0.19999999999999998,-0.3000000000000007,-0.3125,8.3125,-3.5,2.1,-1.0
1.75,-2.125,-0.6,0.1999999999999993,-0.0625,-0.0625,1.1,2.3,1.0
-0.125,7.75,0.3,0.1999999999999993,0.625,3.5,0.6,-8.100000000000001,-1.0
8.1875,-2.25,0.2,1.2999999999999998,0.125,-10.375,8.0,2.8,1.0
-0.9375,-1.0,-2.0,-0.40000000000000036,0.75,10.0,-1.3,-0.5999999999999999,-1.0
-2.875,-1.5625,-0.19999999999999998,-0.3000000000000007,-0.3125,8.3125,-3.5,2.1,1.0
4.0625,-8.5,-0.8999999999999999,0.1999999999999993,-0.25,-2.4375,3.2,8.6,-1.0
-5.5,-4.25,0.0,-0.10000000000000053,0.0625,-4.125,-6.2,5.0,-1.0
5.375,1.125,0.2,0.5999999999999996,-0.5625,3.75,5.6,-1.0999999999999999,1.0
1.0,0.3125,0.7,0.0,1.0,10.0,0.9,0.5999999999999999,-1.0
-0.3125,0.4375,0.8,-0.3000000000000007,-0.0625,7.1875,-0.8,1.0,1.0
1.75,-2.125,-0.6,0.1999999999999993,-0.0625,-0.0625,1.1,2.3,-1.0
-3.625,0.375,0.10000000000000003,-0.20000000000000018,0.25,-5.375,-3.9,0.19999999999999996,1.0
3.375,-5.5625,0.7999999999999999,0.2999999999999998,-0.6875,-4.9375,2.6,7.1000000000000005,-1.0
7.5,0.6875,1.9,1.4000000000000004,-0.3125,-12.875,7.4,1.3,1.0
4.4375,-3.125,1.5999999999999999,0.7000000000000002,-0.6875,11.75,4.4,4.7,-1.0
-3.0,1.3125,-0.40000000000000013,0.2999999999999998,0.0,-5.625,-3.1,-1.7,1.0
-3.6875,1.4375,-0.5,-0.5999999999999996,-0.1875,-4.5,-4.0,-1.7,-1.0
-8.375,-2.0,-0.5,-1.0,0.5625,6.5625,-9.4,2.5,1.0
-7.3125,3.9375,-0.10000000000000009,-0.5999999999999996,0.3125,-18.0625,-7.3,-4.1,-1.0
-1.625,1.9375,-0.30000000000000004,-0.2999999999999998,0.3125,7.5,-1.9,-2.0999999999999996,1.0
1.0625,-0.125,1.4,-0.20000000000000018,-1.3125,-7.125,0.6000000000000001,2.0,-1.0
-2.125,1.0,1.7999999999999998,-0.09999999999999964,0.4375,5.0,-1.7,0.30000000000000004,1.0
-2.8125,4.125,0.19999999999999996,-0.09999999999999964,-0.375,-3.375,-2.7,-4.2,-1.0
-3.6875,1.4375,-0.5,-0.5999999999999996,-0.1875,-4.5,-4.0,-1.7,1.0
-7.3125,3.9375,-0.10000000000000009,-0.5999999999999996,0.3125,-18.0625,-7.3,-4.1,1.0
-2.875,-1.875,0.4999999999999999,-0.09999999999999964,-0.4375,-14.125,-3.1,2.5,-1.0
-8.375,-2.0,-0.5,-1.0,0.5625,6.5625,-9.4,2.5,-1.0
-1.375,-0.125,1.7999999999999998,-0.2999999999999998,-0.25,0.8125,-1.0,1.4,1.0
-1.3125,0.125,0.10000000000000009,-0.3000000000000007,-1.0625,-2.8125,-1.7000000000000002,0.40000000000000013,1.0
-8.6875,-5.25,-2.9,-1.1000000000000005,0.0,-0.9375,-9.700000000000001,3.4,-1.0
-1.9375,-1.3125,-2.7,-0.40000000000000036,-0.25,0.0,-2.2,-1.1999999999999997,1.0
-5.4375,4.625,1.6,-0.10000000000000053,-0.5625,-13.25,-5.8,-2.6999999999999997,1.0
-2.4375,-0.5625,-0.09999999999999998,0.0,-0.625,-12.875,-2.9000000000000004,1.0,-1.0
0.75,-2.4375,-1.3,0.1999999999999993,-1.0625,-10.0625,0.19999999999999996,1.7000000000000002,-1.0
7.1875,-2.5625,-0.5,1.2999999999999998,-0.875,-20.375,7.1000000000000005,2.2,1.0
0.5,2.25,0.7,-0.40000000000000036,-0.75,-16.875,0.9000000000000001,-1.9,-1.0
1.3125,-3.125,-0.19999999999999996,0.1999999999999993,-1.5625,-17.6875,0.9000000000000001,3.3000000000000003,1.0
7.1875,-2.5625,-0.5,1.2999999999999998,-0.875,-20.375,7.1000000000000005,2.2,-1.0
6.9375,-0.875,0.5,0.5,-1.1875,-18.0625,6.8999999999999995,1.4000000000000001,-1.0
-3.875,-1.875,-0.9,-0.3000000000000007,-1.3125,-1.6875,-4.4,1.5,1.0
-1.0,-0.3125,-0.7,0.0,-1.0,-10.0,-0.9,-0.5999999999999999,1.0
3.0625,-8.8125,-1.6,0.1999999999999993,-1.25,-12.4375,2.3,8.0,-1.0
-2.4375,-0.5625,-0.09999999999999998,0.0,-0.625,-12.875,-2.9000000000000004,1.0,1.0
-1.3125,0.125,0.10000000000000009,-0.3000000000000007,-1.0625,-2.8125,-1.7000000000000002,0.40000000000000013,-1.0
-2.9375,-4.5,-1.2999999999999998,0.20000000000000018,0.625,14.375,-2.9000000000000004,3.1,1.0
0.25,-5.625,-1.7,0.09999999999999964,-1.125,2.25,-0.6000000000000001,4.8,-1.0
-2.1875,-5.625,-1.2999999999999998,0.0,-0.0625,10.1875,-2.2,4.2,1.0
3.625,-8.625,-1.5,1.0,-0.5,21.125,3.2,7.5,-1.0
6.4375,-3.125,-0.19999999999999996,0.9000000000000004,-0.4375,-1.1875,5.999999999999999,3.3,-1.0
-5.125,-2.1875,-1.2999999999999998,0.20000000000000018,0.0,1.5,-5.7,1.5,1.0
-5.9375,2.375,0.9000000000000001,0.2999999999999998,0.1875,3.625,-6.7,-0.7999999999999998,-1.0
-0.5,-2.25,-0.7,0.40000000000000036,0.75,16.875,-0.9000000000000001,1.9,1.0
-4.375,-10.1875,-1.9,-0.20000000000000018,-0.875,-11.5,-5.300000000000001,9.1,-1.0
0.8125,-5.375,-0.8999999999999999,0.5999999999999996,-0.8125,-0.8125,0.0,5.2,1.0
6.6875,-4.8125,-1.2,1.7000000000000002,-0.125,-3.5,6.2,4.1,-1.0
-2.9375,-2.8125,-0.7999999999999999,0.40000000000000036,0.125,4.0,-3.8000000000000003,2.9,1.0
0.8125,-5.375,-0.8999999999999999,0.5999999999999996,-0.8125,-0.8125,0.0,5.2,-1.0
6.4375,-3.125,-0.19999999999999996,0.9000000000000004,-0.4375,-1.1875,5.999999999999999,3.3,1.0
-1.8125,-2.125,-0.5999999999999999,0.09999999999999964,-0.3125,14.0625,-2.6,2.3,-1.0
-5.9375,2.375,0.9000000000000001,0.2999999999999998,0.1875,3.625,-6.7,-0.7999999999999998,1.0
3.625,3.25,0.8,0.40000000000000036,-0.5,3.8125,4.5,-3.4,-1.0
-1.875,9.875,0.8999999999999999,0.0,0.6875,3.5625,-0.5,-10.4,1.0
-4.75,0.625,-1.5999999999999999,-0.8999999999999995,0.3125,-1.9375,-4.5,-2.5,1.0
-1.75,2.125,0.6,-0.1999999999999993,0.0625,0.0625,-1.1,-2.3,-1.0
-2.0625,2.5625,1.4000000000000001,-0.5,0.0,7.25,-1.9,-1.2999999999999998,-1.0
-0.75,2.4375,1.3,-0.1999999999999993,1.0625,10.0625,-0.19999999999999996,-1.7000000000000002,1.0
-4.625,0.5625,0.4,-0.5,-0.25,8.375,-4.6,-0.19999999999999996,1.0
-5.375,2.5,0.7,-0.39999999999999947,0.3125,-5.3125,-5.0,-2.1,-1.0
2.3125,-6.375,-0.3,0.0,-0.1875,-2.375,2.1,6.300000000000001,1.0
-3.875,3.3125,-0.8999999999999999,-0.39999999999999947,0.125,-0.8125,-3.2,-5.0,-1.0
-3.1875,1.875,1.2,-0.1999999999999993,0.4375,-2.8125,-3.1,-0.7,1.0
2.3125,-6.375,-0.3,0.0,-0.1875,-2.375,2.1,6.300000000000001,-1.0
-7.25,-2.125,0.6,-0.2999999999999998,0.125,-4.0625,-7.3,2.6999999999999997,1.0
6.4375,-0.125,0.8,1.1000000000000005,0.1875,-10.3125,6.9,0.5000000000000001,-1.0
-1.75,2.125,0.6,-0.1999999999999993,0.0625,0.0625,-1.1,-2.3,1.0
-4.625,0.5625,0.4,-0.5,-0.25,8.375,-4.6,-0.19999999999999996,-1.0
-4.75,1.5625,-1.9,-0.39999999999999947,1.125,2.625,-4.6,-3.7,-1.0
-0.25,5.625,1.7,-0.09999999999999964,1.125,-2.25,0.6000000000000001,-4.8,1.0
-1.875,10.8125,0.6,0.5,1.5,8.125,-0.6000000000000001,-11.600000000000001,-1.0
6.1875,2.5,1.5,0.8000000000000007,0.6875,-3.4375,6.6,-1.5,1.0
-3.1875,1.125,0.4,0.10000000000000053,1.75,12.125,-2.3,-1.7,-1.0
-8.375,4.0625,-1.5,-0.39999999999999947,1.625,-10.9375,-7.9,-6.1,1.0
-2.4375,0.0,0.4,-0.09999999999999964,1.0625,7.9375,-1.6,-0.6000000000000001,1.0
3.375,-3.0,0.2,0.9000000000000004,0.625,18.875,3.8000000000000003,2.7,-1.0
-1.0625,0.125,-1.4,0.20000000000000018,1.3125,7.125,-0.6000000000000001,-2.0,1.0
2.1875,-0.625,-0.9,0.9000000000000004,0.625,3.4375,2.8000000000000003,-0.9,1.0
0.5625,0.25,0.8,0.5,0.3125,-3.0625,0.6000000000000001,0.40000000000000013,-1.0
-6.1875,8.0,2.6,0.20000000000000018,1.3125,1.375,-6.1,-5.6,-1.0
-9.4375,-1.875,-1.9,-0.7999999999999998,1.875,13.6875,-10.0,0.4999999999999998,-1.0
3.375,-3.0,0.2,0.9000000000000004,0.625,18.875,3.8000000000000003,2.7,1.0
-2.4375,0.0,0.4,-0.09999999999999964,1.0625,7.9375,-1.6,-0.6000000000000001,-1.0
-3.1875,1.125,0.4,0.10000000000000053,1.75,12.125,-2.3,-1.7,1.0
2.8125,-3.25,-0.6000000000000001,0.40000000000000036,0.3125,21.9375,3.2,2.3,1.0
-6.75,7.75,1.8,-0.2999999999999998,1.0,4.4375,-6.7,-6.0,1.0
-3.75,0.875,-0.4,-0.39999999999999947,1.4375,15.1875,-2.9000000000000004,-2.1,-1.0
-3.75,2.5625,0.09999999999999998,-0.1999999999999993,0.9375,4.8125,-3.8000000000000003,-2.3000000000000003,-1.0
-7.8125,-1.4375,-0.5,-0.2999999999999998,0.625,3.5625,-8.0,1.0999999999999996,1.0
-5.6875,2.3125,0.0,-0.39999999999999947,0.75,3.4375,-4.6,-3.4000000000000004,-1.0
-2.625,3.25,0.30000000000000004,-0.5,0.5,14.875,-2.6,-2.9000000000000004,1.0
-3.0,-0.25,-0.4,-0.5999999999999996,0.75,11.0,-2.2,-1.0000000000000002,-1.0
-1.3125,3.125,0.19999999999999996,-0.1999999999999993,1.5625,17.6875,-0.9000000000000001,-3.3000000000000003,-1.0
-0.8125,5.375,0.8999999999999999,-0.5999999999999996,0.8125,0.8125,0.0,-5.2,-1.0
-0.5625,-0.25,-0.8,-0.5,-0.3125,3.0625,-0.6000000000000001,-0.40000000000000013,1.0
5.625,2.25,0.7,0.3000000000000007,0.375,-0.375,5.999999999999999,-1.9000000000000001,-1.0
-0.8125,5.375,0.8999999999999999,-0.5999999999999996,0.8125,0.8125,0.0,-5.2,1.0
-6.75,7.75,1.8,-0.2999999999999998,1.0,4.4375,-6.7,-6.0,-1.0
5.875,0.5625,-0.30000000000000004,1.1000000000000005,0.6875,-2.6875,6.2,-1.1,1.0
5.625,2.25,0.7,0.3000000000000007,0.375,-0.375,5.999999999999999,-1.9000000000000001,1.0
-4.5,9.375,-1.3,-0.5999999999999996,0.0625,3.5625,-4.2,-11.100000000000001,-1.0
3.0,9.3125,0.4,0.20000000000000018,-0.5625,8.1875,3.5,-9.5,-1.0
-5.75,7.6875,0.7000000000000001,-0.5999999999999996,0.1875,0.1875,-4.9,-7.9,1.0
-7.875,3.9375,0.19999999999999998,-0.5,0.0625,0.3125,-8.3,-3.4000000000000004,1.0
-5.25,0.5625,-0.30000000000000004,-1.0,-0.625,-13.9375,-5.6,-0.6000000000000005,-1.0
1.5625,4.5,-1.0,0.20000000000000018,-0.25,3.25,1.9000000000000004,-5.8,1.0
-4.5625,3.375,-1.0,-0.5999999999999996,0.0,-7.1875,-4.6,-4.4,-1.0
5.5625,7.625,1.4,0.10000000000000053,-0.1875,-3.625,5.699999999999999,-6.4,1.0
-5.75,7.6875,0.7000000000000001,-0.5999999999999996,0.1875,0.1875,-4.9,-7.9,-1.0
-3.3125,7.1875,-1.8,-0.7999999999999998,0.75,14.4375,-3.4,-9.0,1.0
1.5625,4.5,-1.0,0.20000000000000018,-0.25,3.25,1.9000000000000004,-5.8,-1.0
-4.6875,6.5625,-1.9000000000000001,-0.20000000000000018,0.4375,1.3125,-4.6,-8.6,1.0
2.75,2.125,0.1,0.20000000000000018,-0.25,18.6875,2.9000000000000004,-2.2,-1.0
-2.5,15.9375,0.5,-0.20000000000000018,0.625,7.9375,-1.5,-16.5,1.0
-6.0,8.5625,0.30000000000000004,-0.5999999999999996,0.25,-0.9375,-6.0,-8.2,-1.0
-5.25,0.5625,-0.30000000000000004,-1.0,-0.625,-13.9375,-5.6,-0.6000000000000005,1.0
-6.8125,-3.9375,0.7,-1.2000000000000002,-0.375,-17.1875,-7.5,5.199999999999999,1.0
-7.5625,4.0625,1.3,-0.7999999999999998,0.5,-4.1875,-7.9,-2.4,-1.0
-9.4375,-0.5625,1.2,-0.7000000000000002,0.3125,-2.9375,-10.2,2.4,1.0
-6.125,-1.125,0.0,-0.7999999999999998,0.25,-10.4375,-6.5,1.4,-1.0
-7.3125,3.1875,1.7000000000000002,-0.7999999999999998,0.4375,-3.0625,-6.800000000000001,-2.1,1.0
-1.5625,-4.5,1.0,-0.20000000000000018,0.25,-3.25,-1.9000000000000004,5.8,-1.0
-6.8125,-3.9375,0.7,-1.2000000000000002,-0.375,-17.1875,-7.5,5.199999999999999,-1.0
-8.375,8.625,3.5,-0.7000000000000002,0.6875,-2.0625,-8.9,-4.7,1.0
-6.25,2.0625,-0.9,-0.40000000000000036,0.6875,-1.9375,-6.5,-2.8,1.0
-2.1875,0.625,0.9,-0.9000000000000004,-0.625,-3.4375,-2.8000000000000003,0.9,-1.0
-1.5625,-4.5,1.0,-0.20000000000000018,0.25,-3.25,-1.9000000000000004,5.8,1.0
-7.3125,3.1875,1.7000000000000002,-0.7999999999999998,0.4375,-3.0625,-6.800000000000001,-2.1,-1.0
-6.0625,4.875,-0.29999999999999993,-0.7999999999999998,0.3125,0.3125,-6.1000000000000005,-5.300000000000001,-1.0
-4.875,2.6875,-0.7999999999999999,-1.0,1.0,11.1875,-5.300000000000001,-3.1999999999999997,1.0
1.4375,4.8125,1.4,0.0,-0.3125,4.9375,1.5999999999999996,-3.6999999999999997,-1.0
-4.0625,11.4375,1.5,-0.40000000000000036,0.875,4.6875,-3.4000000000000004,-10.700000000000001,1.0
-3.375,5.5625,-0.7999999999999999,-0.2999999999999998,0.6875,4.9375,-2.6,-7.1000000000000005,1.0
-4.0625,8.5,0.8999999999999999,-0.1999999999999993,0.25,2.4375,-3.2,-8.6,-1.0
-7.6875,8.875,1.0,-0.39999999999999947,0.5,-2.9375,-7.1,-8.4,-1.0
-4.1875,16.25,1.2,0.0,0.875,5.9375,-2.6,-16.700000000000003,1.0
-4.375,8.9375,1.7000000000000002,-0.5,0.1875,9.625,-4.0,-7.6000000000000005,-1.0
-6.9375,6.9375,0.7,-0.5,-0.0625,10.75,-6.7,-6.5,1.0
-5.5,8.25,1.5,-0.1999999999999993,0.625,-0.4375,-5.2,-7.0,1.0
4.125,6.25,1.1,1.1000000000000005,0.375,-7.9375,4.800000000000001,-5.800000000000001,-1.0
-2.3125,6.375,0.3,0.0,0.1875,2.375,-2.1,-6.300000000000001,-1.0
-4.0625,8.5,0.8999999999999999,-0.1999999999999993,0.25,2.4375,-3.2,-8.6,1.0
-6.9375,6.9375,0.7,-0.5,-0.0625,10.75,-6.7,-6.5,-1.0
-2.3125,6.375,0.3,0.0,0.1875,2.375,-2.1,-6.300000000000001,1.0
1.3125,9.625,1.1,0.40000000000000036,-0.3125,6.1875,2.4,-9.7,-1.0
-3.0625,8.8125,1.6,-0.1999999999999993,1.25,12.4375,-2.3,-8.0,1.0
-9.5625,4.25,0.8999999999999999,-0.2999999999999998,0.3125,-1.6875,-9.4,-3.6000000000000005,1.0
-6.25,3.6875,-0.30000000000000004,-0.39999999999999947,0.25,-9.1875,-5.7,-4.6000000000000005,-1.0
-2.8125,3.25,0.6000000000000001,-0.40000000000000036,-0.3125,-21.9375,-3.2,-2.3,-1.0
-5.8125,3.0,0.2,-1.0,0.4375,-10.9375,-5.4,-3.3,-1.0
-4.4375,3.125,-1.5999999999999999,-0.7000000000000002,0.6875,-11.75,-4.4,-4.7,1.0
-3.625,8.625,1.5,-1.0,0.5,-21.125,-3.2,-7.5,1.0
0.25,7.1875,0.3,0.0,-0.3125,-10.5,0.5999999999999996,-7.3,-1.0
2.8125,5.5,1.3,-0.09999999999999964,0.0625,-22.3125,2.799999999999999,-4.2,1.0
-6.5625,4.125,0.2,-0.7999999999999998,1.125,-6.75,-6.1000000000000005,-4.4,-1.0
-3.375,3.0,-0.2,-0.9000000000000004,-0.625,-18.875,-3.8000000000000003,-2.7,1.0
-5.8125,3.0,0.2,-1.0,0.4375,-10.9375,-5.4,-3.3,1.0
-9.5625,11.0,2.4,-0.7000000000000002,0.6875,-17.5,-9.9,-8.3,-1.0
-11.75,7.0625,-1.7,-1.2999999999999998,1.0,-29.8125,-11.7,-8.8,1.0
-12.8125,1.125,-2.1,-1.7000000000000002,1.25,-5.1875,-13.8,-2.2,-1.0
-2.75,-2.125,-0.1,-0.20000000000000018,0.25,-18.6875,-2.9000000000000004,2.2,1.0
-3.375,3.0,-0.2,-0.9000000000000004,-0.625,-18.875,-3.8000000000000003,-2.7,-1.0
-6.5625,4.125,0.2,-0.7999999999999998,1.125,-6.75,-6.1000000000000005,-4.4,1.0
-8.125,4.5625,-2.1,-1.2999999999999998,0.5,-16.25,-8.4,-6.4,-1.0
-3.625,-3.25,-0.8,-0.40000000000000036,0.5,-3.8125,-4.5,3.4,1.0
-3.0,-9.3125,-0.4,-0.20000000000000018,0.5625,-8.1875,-3.5,9.5,1.0
-8.25,-8.75,-0.7,-1.2000000000000002,-0.0625,-22.125,-9.1,8.899999999999999,-1.0
-8.75,-1.625,0.30000000000000004,-0.7999999999999998,0.75,-8.0,-8.4,1.5999999999999999,-1.0
-0.25,-7.1875,-0.3,0.0,0.3125,10.5,-0.5999999999999996,7.3,1.0
2.5625,-1.6875,1.0,-0.09999999999999964,0.375,-11.8125,2.1999999999999993,3.0999999999999996,-1.0
-9.0,-0.75,-0.09999999999999998,-0.7999999999999998,0.8125,-9.125,-9.5,1.2999999999999998,-1.0
-5.5,6.625,0.09999999999999998,-0.40000000000000036,1.1875,-0.25,-5.0,-7.000000000000001,1.0
-10.875,-5.375,-0.2,-0.7000000000000002,0.625,-7.875,-11.8,6.1,1.0
-5.5,6.625,0.09999999999999998,-0.40000000000000036,1.1875,-0.25,-5.0,-7.000000000000001,-1.0
-9.0,-0.75,-0.09999999999999998,-0.7999999999999998,0.8125,-9.125,-9.5,1.2999999999999998,1.0
-5.375,-1.125,-0.2,-0.5999999999999996,0.5625,-3.75,-5.6,1.0999999999999999,-1.0
-1.3125,-9.625,-1.1,-0.40000000000000036,0.3125,-6.1875,-2.4,9.7,1.0
-8.25,-2.6875,-0.4,-0.9000000000000004,0.25,4.5625,-9.1,3.1999999999999997,-1.0
-1.4375,-4.8125,-1.4,0.0,0.3125,-4.9375,-1.5999999999999996,3.6999999999999997,1.0
-10.875,-5.375,-0.2,-0.7000000000000002,0.625,-7.875,-11.8,6.1,-1.0
0.25,-1.6875,-1.0,0.7999999999999998,0.3125,-2.3125,0.20000000000000107,0.8,-1.0
-9.375,0.3125,-0.6,-0.5,0.5625,5.1875,-9.799999999999999,-0.4,1.0
-12.375,5.5,1.1,-0.6000000000000005,0.625,4.8125,-12.7,-4.1,-1.0
-6.1875,-2.5,-1.5,-0.8000000000000007,-0.6875,3.4375,-6.6,1.5,-1.0
-6.4375,3.125,0.19999999999999996,-0.9000000000000004,0.4375,1.1875,-5.999999999999999,-3.3,1.0
-2.5625,1.6875,-1.0,0.09999999999999964,-0.375,11.8125,-2.1999999999999993,-3.0999999999999996,1.0
-2.8125,-5.5,-1.3,0.09999999999999964,-0.0625,22.3125,-2.799999999999999,4.2,-1.0
-8.625,-2.5,-1.1,-0.9000000000000004,0.375,11.375,-8.2,0.8999999999999999,1.0
-5.5625,-7.625,-1.4,-0.10000000000000053,0.1875,3.625,-5.699999999999999,6.4,-1.0
-8.25,1.0,-0.3999999999999999,-0.8000000000000007,0.125,15.25,-8.6,-1.0,-1.0
-6.9375,0.875,-0.5,-0.5,1.1875,18.0625,-6.8999999999999995,-1.4000000000000001,1.0
-5.625,-2.25,-0.7,-0.3000000000000007,-0.375,0.375,-5.999999999999999,1.9000000000000001,1.0
-9.375,-1.375,-1.1,-0.7000000000000002,1.0625,15.5625,-8.899999999999999,-0.19999999999999998,1.0
-6.4375,3.125,0.19999999999999996,-0.9000000000000004,0.4375,1.1875,-5.999999999999999,-3.3,-1.0
-12.375,5.5,1.1,-0.6000000000000005,0.625,4.8125,-12.7,-4.1,1.0
-5.625,-2.25,-0.7,-0.3000000000000007,-0.375,0.375,-5.999999999999999,1.9000000000000001,-1.0
-0.25,1.6875,1.0,-0.7999999999999998,-0.3125,2.3125,-0.20000000000000107,-0.8,1.0
-7.5,-0.6875,-1.9,-1.4000000000000004,0.3125,12.875,-7.4,-1.3,-1.0
-8.5,2.6875,0.6000000000000001,-1.6000000000000005,-0.1875,17.5625,-8.8,-1.8,1.0
-12.625,7.1875,2.1,-1.4000000000000004,0.3125,7.125,-12.9,-4.9,-1.0
-10.375,-2.5625,-1.4,-1.5,-0.125,-1.25,-10.5,1.1999999999999997,1.0
-8.1875,2.25,-0.2,-1.2999999999999998,-0.125,10.375,-8.0,-2.8,-1.0
-7.1875,2.5625,0.5,-1.2999999999999998,0.875,20.375,-7.1000000000000005,-2.2,-1.0
-4.125,-6.25,-1.1,-1.1000000000000005,-0.375,7.9375,-4.800000000000001,5.800000000000001,1.0
-9.625,2.0,0.4,-1.2999999999999998,0.25,7.5,-10.0,-1.2000000000000002,-1.0
-7.1875,2.5625,0.5,-1.2999999999999998,0.875,20.375,-7.1000000000000005,-2.2,1.0
-6.6875,4.8125,1.2,-1.7000000000000002,0.125,3.5,-6.2,-4.1,1.0
-8.5,2.6875,0.6000000000000001,-1.6000000000000005,-0.1875,17.5625,-8.8,-1.8,-1.0
-11.0625,0.6875,-0.4,-1.6000000000000005,-0.4375,18.6875,-11.5,-0.7000000000000001,-1.0
-6.4375,0.125,-0.8,-1.1000000000000005,-0.1875,10.3125,-6.9,-0.5000000000000001,1.0
-5.875,-0.5625,0.30000000000000004,-1.1000000000000005,-0.6875,2.6875,-6.2,1.1,-1.0
-9.625,2.0,0.4,-1.2999999999999998,0.25,7.5,-10.0,-1.2000000000000002,1.0
10.6875,-6.8125,-2.4,0.6000000000000005,-0.8125,-19.875,9.799999999999999,5.3,1.0
11.5,0.3125,-1.7999999999999998,1.2000000000000002,-0.625,-19.1875,11.7,-2.3,1.0
14.3125,-3.0,-3.0999999999999996,1.1000000000000005,-0.5625,-16.4375,13.6,0.6,-1.0
5.8125,3.1875,-0.6,1.0,-1.25,-17.0,5.8999999999999995,-3.9,-1.0
6.4375,1.9375,-1.7,0.6000000000000005,-0.375,-14.0,6.799999999999999,-4.0,1.0
2.625,1.5625,-0.8999999999999999,0.10000000000000053,-0.875,-0.0625,2.999999999999999,-2.8,-1.0
13.375,-2.9375,-2.5,1.3000000000000007,-0.5,-26.375,13.399999999999999,0.4,-1.0
15.0625,3.3125,-2.5,1.5,-1.0,-12.0625,14.2,-4.9,1.0
14.375,0.625,-2.5,1.2000000000000002,-0.9375,-4.3125,14.5,-3.3,1.0
